YEAR,WEEK,TOTAL SPECIMENS,A (H1),A (Unable to Subtype),A (H3),A (2009 H1N1),A (Subtyping not Performed),B,H3N2v,PERCENT POSITIVE
2011,25,1967,0,0,0,0,2,3,0,0.254194
2011,26,1560,0,0,0,2,1,1,0,0.25641
2011,27,1498,0,0,1,2,1,1,0,0.333778
2011,28,1500,0,0,4,0,1,4,0,0.6
2011,29,1500,0,0,4,0,1,5,0,0.666667
2011,30,1307,0,0,1,0,2,1,0,0.306044
2011,31,1428,0,0,2,3,3,3,0,0.770308
2011,32,1433,0,0,3,1,7,2,0,0.907188
2011,33,1506,0,1,5,2,5,3,0,1.06242
2011,34,1705,0,0,5,0,6,6,0,0.997067
2011,35,1925,0,0,3,2,9,1,0,0.779221
2011,36,2056,0,0,3,1,7,2,0,0.632296
2011,37,2326,0,0,6,0,11,4,0,0.902837
2011,38,2612,0,0,5,0,8,8,0,0.803982
2011,39,2920,0,0,18,1,10,6,0,1.19863
2011,40,3192,0,0,14,3,7,9,0,1.03383
2011,41,3316,0,0,9,0,2,8,0,0.572979
2011,42,3425,0,0,10,2,8,8,0,0.817518
2011,43,3749,0,0,12,0,20,12,0,1.17365
2011,44,4075,0,0,17,1,12,9,0,0.957055
2011,45,4326,0,0,15,2,17,15,0,1.13269
2011,46,4580,0,0,15,0,17,12,0,0.960699
2011,47,4108,0,0,23,3,30,19,0,1.82571
2011,48,4669,0,0,32,2,21,17,0,1.54209
2011,49,4710,0,0,38,5,45,20,0,2.29299
2011,50,4906,0,0,78,4,31,20,0,2.71097
2011,51,5151,0,0,104,7,62,24,0,3.8245
2011,52,5470,0,0,107,4,53,18,0,3.32724
2012,1,5690,0,0,101,16,44,22,0,3.21617
2012,2,5341,0,0,142,31,47,15,0,4.39993
2012,3,5364,0,0,195,50,57,18,0,5.9657
2012,4,5840,0,0,257,84,100,32,0,8.09932
2012,5,6251,0,0,365,128,144,43,0,10.8783
2012,6,6413,0,0,419,167,167,56,0,12.615
2012,7,7298,0,0,508,233,271,71,0,14.8397
2012,8,7596,0,0,690,319,356,78,0,18.9968
2012,9,8485,0,0,988,488,433,112,0,23.8185
2012,10,8459,0,0,1232,538,491,123,0,28.183
2012,11,8822,0,0,1396,599,516,199,0,30.7187
2012,12,7974,0,0,1086,445,427,237,0,27.527
2012,13,7450,0,0,719,311,332,244,0,21.557
2012,14,6695,0,0,629,266,308,275,0,22.0762
2012,15,6304,0,0,591,188,212,298,0,20.4473
2012,16,5689,0,0,540,119,201,314,0,20.6363
2012,17,4980,0,0,361,74,151,274,0,17.2691
2012,18,4522,0,0,299,53,119,252,0,15.9885
2012,19,4061,0,0,229,33,88,266,0,15.1687
2012,20,3811,0,0,162,23,69,254,0,13.3298
2012,21,3729,0,0,76,11,69,260,0,11.1558
2012,22,3347,0,0,78,3,56,228,0,10.9053
2012,23,3055,0,0,45,7,44,197,0,9.59083
2012,24,2898,0,0,52,2,56,179,0,9.97239
2012,25,2529,0,0,36,2,30,103,0,6.76157
2012,26,2255,0,0,17,0,22,113,0,6.74058
2012,27,1970,0,0,15,1,18,59,0,4.72081
2012,28,2052,0,0,33,4,15,41,1,4.5809
2012,29,2100,0,0,18,0,11,48,0,3.66667
2012,30,2048,0,0,49,2,13,32,9,5.12695
2012,31,2161,0,0,65,1,11,33,95,9.48635
2012,32,2294,0,0,62,1,12,25,73,7.54141
2012,33,2501,0,0,69,6,14,27,52,6.71731
2012,34,2705,0,0,48,6,21,23,15,4.17745
2012,35,2746,0,0,37,1,15,19,12,3.05899
2012,36,2914,0,0,34,1,17,32,5,3.05422
2012,37,3280,0,0,16,0,11,44,2,2.22561
2012,38,3501,0,0,43,5,18,42,0,3.08483
2012,39,3649,0,0,42,7,18,64,0,3.59002
2012,40,4513,0,0,73,9,11,78,0,3.78905
2012,41,4914,0,0,67,7,24,95,0,3.92755
2012,42,5249,0,0,131,4,48,122,0,5.81063
2012,43,5306,0,0,152,3,52,141,0,6.55861
2012,44,5406,0,0,188,4,79,154,0,7.86164
2012,45,6446,0,0,277,5,116,231,0,9.75799
2012,46,6721,0,0,404,8,217,267,2,13.3611
2012,47,7433,0,0,591,7,407,364,0,18.4179
2012,48,9333,0,0,1022,19,545,503,0,22.3829
2012,49,12060,0,0,1787,39,1003,693,0,29.204
2012,50,14711,0,0,2662,53,1226,856,0,32.6083
2012,51,16904,0,0,3703,55,1419,1154,0,37.4527
2012,52,18139,0,0,3825,88,1758,1199,0,37.8742
2013,1,19673,0,0,3723,95,1980,1146,0,35.2971
2013,2,22224,0,0,4073,126,2166,1237,0,34.2063
2013,3,20931,0,0,3232,127,1892,1142,0,30.5432
2013,4,18668,0,0,2527,145,1660,1189,0,29.5747
2013,5,16228,0,0,1952,143,1051,1158,0,26.5221
2013,6,14491,0,0,1205,121,780,1188,0,22.7314
2013,7,12691,0,0,844,78,534,1194,0,20.8809
2013,8,11354,0,0,575,78,397,1225,0,20.037
2013,9,10504,0,0,417,60,309,1181,0,18.7262
2013,10,10165,0,0,330,70,217,1204,0,17.9144
2013,11,9559,0,0,212,49,201,1155,0,16.916
2013,12,8647,0,0,179,36,144,1017,0,15.913
2013,13,7722,0,0,124,41,98,853,0,14.4522
2013,14,6782,0,0,121,30,107,687,0,13.9339
2013,15,6198,0,0,69,48,65,489,0,10.8261
2013,16,5575,0,0,79,30,47,332,0,8.75336
2013,17,5095,0,0,60,34,48,249,0,7.67419
2013,18,4919,0,0,55,18,29,222,0,6.5867
2013,19,4473,0,0,36,13,27,166,0,5.41024
2013,20,4102,0,0,24,11,22,126,0,4.46124
2013,21,4097,0,0,21,15,20,123,0,4.36905
2013,22,3587,0,0,14,14,28,95,0,4.20965
2013,23,3576,0,0,13,14,29,82,0,3.85906
2013,24,3254,0,0,12,21,32,63,0,3.93362
2013,25,3227,0,0,12,29,31,55,2,3.99752
2013,26,2999,0,0,5,34,24,28,6,3.23441
2013,27,2579,0,0,14,17,24,25,4,3.25708
2013,28,2653,0,0,30,23,33,14,0,3.76932
2013,29,2504,0,0,13,21,25,14,1,2.95527
2013,30,2316,0,0,11,20,26,10,1,2.9361
2013,31,2549,0,0,14,23,30,20,2,3.49157
2013,32,2494,0,0,11,28,27,12,0,3.12751
2013,33,2304,0,0,3,16,33,12,0,2.77778
2013,34,2560,0,0,4,12,40,3,1,2.34375
2013,35,3006,0,0,4,42,66,10,1,4.09182
2013,36,3148,0,0,6,25,71,13,0,3.65311
2013,37,3602,0,0,7,49,59,7,0,3.38701
2013,38,3888,0,0,8,38,56,22,0,3.1893
2013,39,4596,0,0,11,55,102,20,0,4.09051
2013,40,4911,0,0,13,69,83,28,1,3.95032
2013,41,5808,0,0,24,57,116,32,0,3.94284
2013,42,5801,0,0,16,49,94,26,0,3.18911
2013,43,5886,0,0,21,73,100,14,0,3.53381
2013,44,6316,0,0,26,88,136,43,0,4.63901
2013,45,6945,0,0,29,157,171,43,0,5.75954
2013,46,7203,0,0,21,272,188,37,0,7.19145
2013,47,7839,0,0,22,425,213,57,0,9.14657
2013,48,7433,0,0,29,496,331,42,0,12.0813
2013,49,10169,0,0,34,1023,593,69,0,16.9043
2013,50,10837,0,0,56,1324,821,52,0,20.7899
2013,51,14015,0,0,51,2231,1606,67,0,28.2198
2013,52,15748,0,0,47,3004,1749,93,0,31.0706
2014,1,17779,0,0,84,3477,1538,88,0,29.1749
2014,2,18253,0,0,106,3544,1316,91,0,27.705
2014,3,17480,0,0,126,3263,1160,131,0,26.7735
2014,4,16468,0,0,132,2643,1042,185,0,24.3017
2014,5,14618,0,0,94,1945,776,175,0,20.4542
2014,6,12995,0,0,130,1571,557,219,0,19.0612
2014,7,11892,0,0,102,1133,489,227,0,16.406
2014,8,11127,0,0,93,840,337,248,0,13.6425
2014,9,10252,0,0,102,581,261,274,0,11.8806
2014,10,9441,0,0,102,413,207,301,0,10.8357
2014,11,8922,0,0,138,351,163,334,0,11.0513
2014,12,8216,0,0,164,212,190,464,0,12.5365
2014,13,7905,0,0,184,156,188,525,0,13.3207
2014,14,7531,0,0,236,116,146,595,0,14.5133
2014,15,7179,0,0,227,55,168,624,0,14.9603
2014,16,6648,0,0,222,36,138,516,0,13.7184
2014,17,6317,0,0,191,35,129,469,0,13.0442
2014,18,5865,0,0,151,13,131,447,0,12.6513
2014,19,5436,0,0,130,9,104,354,0,10.9823
2014,20,5315,0,0,119,8,102,322,0,10.3669
2014,21,4833,0,0,105,4,62,236,0,8.42127
2014,22,4757,0,0,115,3,80,225,0,8.89216
2014,23,4310,0,0,97,3,51,160,0,7.21578
2014,24,4140,0,0,101,3,50,140,0,7.10145
2014,25,3877,0,0,69,3,43,113,0,5.88084
2014,26,3434,0,0,45,1,28,100,0,5.06698
2014,27,3144,0,0,47,2,26,83,0,5.02545
2014,28,3057,0,0,55,3,29,66,0,5.00491
2014,29,3188,0,0,41,0,19,61,0,3.79548
2014,30,3127,0,0,37,2,28,50,0,3.74161
2014,31,2939,0,0,53,2,25,27,0,3.64069
2014,32,2973,0,0,44,5,15,23,1,2.95997
2014,33,3270,0,0,54,1,21,36,0,3.42508
2014,34,3339,0,0,45,3,19,42,1,3.2944
2014,35,3973,0,0,62,6,26,42,0,3.42311
2014,36,4227,0,0,44,7,32,34,0,2.76792
2014,37,5324,0,0,66,1,33,31,0,2.46056
2014,38,5681,0,0,81,6,31,53,0,3.01003
2014,39,5905,0,0,87,1,51,65,0,3.4547
2014,40,9567,0,0,100,2,97,110,0,3.22985
2014,41,11036,0,0,125,5,149,160,0,3.97789
2014,42,11729,0,0,226,7,186,164,1,4.97911
2014,43,11385,0,0,212,5,200,127,0,4.77822
2014,44,11531,0,0,295,4,292,136,0,6.30474
2014,45,12918,0,0,506,6,489,155,0,8.94875
2014,46,13777,0,0,633,8,629,147,0,10.2853
2014,47,16166,0,0,1002,5,1233,163,0,14.8645
2014,48,18504,0,0,1538,8,1878,200,0,19.585
2014,49,23068,0,0,2585,13,2483,249,0,23.1056
2014,50,29223,0,0,3823,6,4047,315,0,28.0293
2014,51,37114,0,0,4978,4,6163,325,0,30.9048
2014,52,42518,0,0,5549,10,7847,392,0,32.4521
2014,53,41550,0,0,5260,10,5695,409,0,27.3742
2015,1,38508,0,0,4908,11,3955,372,0,24.0106
2015,2,35598,0,0,4586,9,3580,473,0,24.2935
2015,3,34194,0,0,3918,4,3513,548,0,23.3462
2015,4,32003,0,0,3475,11,2789,606,0,21.5011
2015,5,29581,0,0,2719,10,2170,723,0,19.0054
2015,6,26994,0,0,1746,7,1575,869,0,15.5479
2015,7,24293,0,0,1242,10,1108,1010,0,13.8723
2015,8,22294,0,0,954,18,740,1127,0,12.7344
2015,9,20420,0,0,774,5,558,1352,0,13.1685
2015,10,19845,0,0,458,8,405,1656,0,12.7337
2015,11,18419,0,0,340,2,302,1565,0,11.9931
2015,12,16980,0,0,227,7,197,1479,0,11.2485
2015,13,15125,0,0,168,4,119,1377,0,11.0281
2015,14,14743,0,0,87,8,107,1272,0,9.99797
2015,15,13389,0,0,66,13,79,969,0,8.41736
2015,16,11873,0,0,48,2,40,683,0,6.51057
2015,17,10770,0,0,26,4,36,544,0,5.66388
2015,18,9784,0,0,12,2,19,494,0,5.38635
2015,19,9188,0,0,16,2,26,340,0,4.17936
2015,20,8412,0,0,21,1,19,267,0,3.66144
2015,21,7748,0,0,20,1,21,184,0,2.91688
2015,22,6993,0,0,20,0,22,152,0,2.7742
2015,23,6725,0,0,20,1,28,129,0,2.64684
2015,24,6133,0,0,50,2,22,78,0,2.4784
2015,25,5558,0,0,51,0,24,46,0,2.17704
2015,26,5248,0,0,59,2,35,33,0,2.45808
2015,27,5260,0,0,40,4,18,36,1,1.88213
2015,28,5039,0,0,35,3,11,37,0,1.70669
2015,29,4811,0,0,31,2,19,21,0,1.51736
2015,30,4785,0,0,44,0,20,9,0,1.5256
2015,31,4790,0,0,50,4,21,18,0,1.94154
2015,32,4910,0,0,34,3,30,14,0,1.64969
2015,33,5170,0,0,55,2,25,16,0,1.89555
2015,34,5381,0,0,44,3,33,20,0,1.85839
2015,35,6115,0,0,64,3,43,29,0,2.2731
2015,36,6786,0,0,74,1,35,38,0,2.18096
2015,37,7694,0,0,91,4,56,47,0,2.57343
2015,38,8855,0,0,58,1,62,46,0,1.88594
2015,39,9876,0,0,77,7,59,59,0,2.04536
